Track Name;Album Name;Artist Name(s);Release Date;Duration (ms);Popularity;Explicit;Added By;Added At;Genres;Record Label;Danceability;Energy;Loudness;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;genres_clean;text_combined
serba salah;Raisa;raisa;02/05/2011;262746.0;60.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:15Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.703;0.436;-8.935;0.0263;0.275;0.0;0.0635;0.84;96.002;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
cinta sempurna;Raisa;raisa;02/05/2011;272240.0;32.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:15Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.561;0.37;-8.076;0.0431;0.816;0.0;0.0918;0.23;140.16;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
inginku;Raisa;raisa;02/05/2011;200293.0;40.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:15Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.67;0.512;-8.464;0.0321;0.355;0.0;0.12;0.649;96.01;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
apalah arti menunggu;Raisa;raisa;02/05/2011;214893.0;68.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:15Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.502;0.313;-10.65;0.0294;0.869;0.0;0.269;0.291;111.97;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
bersama;Raisa;raisa;02/05/2011;283013.0;30.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:15Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.464;0.306;-8.825;0.071;0.823;0.0;0.065;0.422;127.842;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
could;Raisa;raisa;02/05/2011;221400.0;56.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:15Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.673;0.537;-8.088;0.0954;0.6;0.0;0.349;0.632;100.03;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
terjebak nostalgia;Raisa;raisa;02/05/2011;206333.0;54.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:15Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.251;0.268;-8.433;0.0358;0.915;0.0;0.151;0.325;55.27;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
pergilah;Raisa;raisa;02/05/2011;190080.0;36.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:15Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.651;0.782;-4.368;0.0441;0.281;0.0;0.145;0.861;135.139;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
lagu untukmu;Lagu Untukmu;raisa;25/05/2018;238150.0;49.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:27Z;indonesian pop indonesian indonesian jazz;Juni Records;0.42;0.366;-10.206;0.0319;0.74;0.000156;0.167;0.332;87.337;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
bahasa kalbu;Bahasa Kalbu;raisa;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; raisa
bertahan pergi;Bertahan / Pergi;raisa;16/11/2022;240000.0;38.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:34Z;indonesian pop indonesian indonesian jazz;Juni Records;0.618;0.338;-9.37;0.0262;0.73;6.43e-06;0.133;0.425;81.967;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
intro;Handmade;raisa;27/04/2016;85818.0;25.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:40Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.33;0.218;-10.598;0.0368;0.825;0.0;0.0704;0.312;134.43;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
percayalah;Handmade;raisa;27/04/2016;264490.0;40.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:40Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.42;0.219;-11.205;0.0315;0.938;0.0;0.0892;0.377;125.905;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
sang rembulan;Handmade;raisa;27/04/2016;229288.0;41.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:40Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.389;0.439;-7.614;0.0328;0.651;7.03e-06;0.118;0.231;167.51;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
tentang cinta;Handmade;raisa;27/04/2016;232408.0;31.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:40Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.732;0.63;-7.45;0.0529;0.443;0.000137;0.112;0.794;95.998;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
jatuh hati;Handmade;raisa;27/04/2016;207403.0;68.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:40Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.536;0.355;-10.562;0.0289;0.813;0.0;0.12;0.234;132.131;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
letting you;Handmade;raisa;27/04/2016;275807.0;28.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:40Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.472;0.456;-8.924;0.0468;0.69;0.000891;0.075;0.156;88.634;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
usai sini;Handmade;raisa;27/04/2016;283022.0;62.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:40Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.445;0.201;-11.244;0.0391;0.965;0.0;0.0957;0.547;121.468;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
love you longer;Handmade;raisa;27/04/2016;195164.0;44.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:40Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.689;0.564;-5.852;0.0939;0.521;0.0;0.0733;0.369;92.006;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
biarkanlah;Handmade;raisa;27/04/2016;227343.0;49.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:40Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.401;0.334;-8.951;0.0343;0.795;3.74e-06;0.11;0.181;119.682;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
nyawa dan harapan;Handmade;raisa;27/04/2016;288593.0;44.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:40Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.487;0.278;-8.016;0.0308;0.863;1.26e-06;0.114;0.353;127.879;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
teduhnya wanita;Teduhnya Wanita;raisa;27/11/2017;258129.0;44.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:44Z;indonesian pop indonesian indonesian jazz;Juni Records;0.422;0.571;-6.831;0.0288;0.714;0.0;0.107;0.358;142.101;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
anganku anganmu;Anganku Anganmu;raisa;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; raisa
bersinar;Heart To Heart;raisa;27/11/2013;234533.0;36.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:52Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.611;0.658;-6.564;0.0317;0.382;0.0;0.0848;0.663;98.003;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
hari bahagia;Heart To Heart;raisa;27/11/2013;240373.0;33.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:52Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.503;0.528;-7.468;0.0494;0.106;0.0;0.142;0.209;139.742;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
pemeran utama;Heart To Heart;raisa;27/11/2013;224600.0;44.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:52Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.401;0.193;-10.098;0.0308;0.805;0.0;0.117;0.153;70.192;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
teka teki;Heart To Heart;raisa;27/11/2013;210733.0;60.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:52Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.81;0.647;-5.868;0.0628;0.402;0.0;0.0619;0.638;119.986;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
let;Heart To Heart;raisa;27/11/2013;265400.0;38.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:52Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.579;0.382;-8.598;0.0391;0.715;0.0;0.0902;0.439;120.121;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
katakan;Heart To Heart;raisa;27/11/2013;222026.0;21.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:52Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.656;0.774;-4.987;0.0426;0.0598;0.0;0.143;0.694;102.016;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
ldr;Heart To Heart;raisa;27/11/2013;294666.0;54.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:52Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.284;0.345;-9.551;0.032;0.683;0.0;0.108;0.285;115.127;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
bye bye;Heart To Heart;raisa;27/11/2013;233306.0;36.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:52Z;indonesian pop indonesian indonesian jazz;PT. Universal Music Indonesia Distributed Labels;0.641;0.757;-3.177;0.0326;0.468;0.0;0.0633;0.87;95.011;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
biar menjadi kenangan;Biar Menjadi Kenangan;raisa;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; raisa
nyaman tak cukup;Nyaman Tak Cukup;raisa;15/03/2023;230239.0;41.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:20:59Z;indonesian pop indonesian indonesian jazz;Juni Records;0.446;0.355;-7.385;0.0341;0.755;0.0;0.108;0.235;134.234;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
begitulah cinta;Begitulah Cinta;ahmad dhani;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; ahmad dhani
kembali;Kembali;raisa;10/07/2019;263871.0;36.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:21:30Z;indonesian pop indonesian indonesian jazz;Juni Records;0.268;0.313;-11.614;0.0548;0.456;0.00557;0.111;0.133;71.781;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
the girl that used;The Girl That I Used To Be;raisa;07/03/2024;191223.0;36.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:21:38Z;indonesian pop indonesian indonesian jazz;Juni Records;0.352;0.342;-7.953;0.0308;0.881;4.68e-06;0.101;0.243;129.755;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
raisa;Raisa;cova;31/03/2021;162264.0;0.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:21:45Z;;COVA!;0.547;0.348;-7.963;0.0288;0.985;0.328;0.114;0.163;75.985;; cova
you;You;raisa;09/10/2019;244448.0;36.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:21:50Z;indonesian pop indonesian indonesian jazz;Juni Records exclusively licensed to Nadarama Recording;0.643;0.712;-5.651;0.173;0.732;0.0;0.184;0.849;102.962;indonesian pop indonesian indonesian jazz;indonesian pop indonesian indonesian jazz raisa
intro can turn back time;ISYANA;isyana sarasvati;26/05/2023;60450.0;15.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:22:06Z;indonesian pop indonesian malay indonesian jazz indonesian indie;Redrose Records;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;indonesian pop indonesian malay indonesian jazz indonesian indie;indonesian pop indonesian malay indonesian jazz indonesian indie isyana sarasvati
mystery;ISYANA;isyana sarasvati;26/05/2023;308031.0;27.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:22:06Z;indonesian pop indonesian malay indonesian jazz indonesian indie;Redrose Records;0.246;0.958;-3.896;0.13;0.00104;0.0192;0.816;0.292;154.89;indonesian pop indonesian malay indonesian jazz indonesian indie;indonesian pop indonesian malay indonesian jazz indonesian indie isyana sarasvati
prelude;ISYANA;isyana sarasvati;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; isyana sarasvati
sogno;ISYANA;isyana sarasvati;26/05/2023;214982.0;26.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:22:06Z;indonesian pop indonesian malay indonesian jazz indonesian indie;Redrose Records;0.271;0.893;-4.331;0.376;0.0957;0.000353;0.107;0.214;102.757;indonesian pop indonesian malay indonesian jazz indonesian indie;indonesian pop indonesian malay indonesian jazz indonesian indie isyana sarasvati
mindblowing;ISYANA;isyana sarasvati;26/05/2023;223238.0;26.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:22:06Z;indonesian pop indonesian malay indonesian jazz indonesian indie;Redrose Records;0.594;0.804;-4.874;0.0629;0.0543;0.0135;0.076;0.368;105.964;indonesian pop indonesian malay indonesian jazz indonesian indie;indonesian pop indonesian malay indonesian jazz indonesian indie isyana sarasvati
under god plan;ISYANA;isyana sarasvati;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; isyana sarasvati
unlock the key;ISYANA;isyana sarasvati;26/05/2023;270856.0;29.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:22:06Z;indonesian pop indonesian malay indonesian jazz indonesian indie;Redrose Records;0.262;0.94;-3.441;0.0989;0.0216;0.00212;0.453;0.238;98.971;indonesian pop indonesian malay indonesian jazz indonesian indie;indonesian pop indonesian malay indonesian jazz indonesian indie isyana sarasvati
isyana;ISYANA;isyana sarasvati;26/05/2023;53681.0;13.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:22:06Z;indonesian pop indonesian malay indonesian jazz indonesian indie;Redrose Records;0.459;0.931;-17.375;0.641;0.99;0.671;0.94;0.0399;180.086;indonesian pop indonesian malay indonesian jazz indonesian indie;indonesian pop indonesian malay indonesian jazz indonesian indie isyana sarasvati
home;ISYANA;isyana sarasvati;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; isyana sarasvati
home stripped version;ISYANA;isyana sarasvati;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; isyana sarasvati
unlock the key electone version;ISYANA;isyana sarasvati;;;;;;;;;0.604;0.684;-6.054;0.0439;0.189;0.0;0.132;0.484;120.985;; isyana sarasvati
pendekar cahaya;LEXICON;isyana sarasvati;29/11/2019;180063.0;26.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:22:10Z;indonesian pop indonesian malay indonesian jazz indonesian indie;Sony Music Entertainment;0.292;0.309;-10.648;0.0334;0.854;0.00373;0.135;0.224;140.451;indonesian pop indonesian malay indonesian jazz indonesian indie;indonesian pop indonesian malay indonesian jazz indonesian indie isyana sarasvati
lexicon;LEXICON;isyana sarasvati;29/11/2019;275863.0;33.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:22:10Z;indonesian pop indonesian malay indonesian jazz indonesian indie;Sony Music Entertainment;0.154;0.799;-7.395;0.104;0.159;0.00442;0.31;0.109;68.409;indonesian pop indonesian malay indonesian jazz indonesian indie;indonesian pop indonesian malay indonesian jazz indonesian indie isyana sarasvati
ragu semesta;LEXICON;isyana sarasvati;29/11/2019;288187.0;29.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:22:10Z;indonesian pop indonesian malay indonesian jazz indonesian indie;Sony Music Entertainment;0.328;0.257;-13.688;0.0366;0.904;0.00489;0.119;0.163;128.113;indonesian pop indonesian malay indonesian jazz indonesian indie;indonesian pop indonesian malay indonesian jazz indonesian indie isyana sarasvati
lagu malam hari;LEXICON;isyana sarasvati;29/11/2019;209153.0;26.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:22:10Z;indonesian pop indonesian malay indonesian jazz indonesian indie;Sony Music Entertainment;0.236;0.179;-15.366;0.0347;0.965;0.109;0.0984;0.111;169.259;indonesian pop indonesian malay indonesian jazz indonesian indie;indonesian pop indonesian malay indonesian jazz indonesian indie isyana sarasvati
biarkan aku tertidur;LEXICON;isyana sarasvati;29/11/2019;194845.0;34.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:22:10Z;indonesian pop indonesian malay indonesian jazz indonesian indie;Sony Music Entertainment;0.371;0.13;-18.803;0.0544;0.978;0.000824;0.109;0.143;146.278;indonesian pop indonesian malay indonesian jazz indonesian indie;indonesian pop indonesian malay indonesian jazz indonesian indie isyana sarasvati
terima kasih;LEXICON;isyana sarasvati;29/11/2019;247764.0;19.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:22:10Z;indonesian pop indonesian malay indonesian jazz indonesian indie;Sony Music Entertainment;0.475;0.064;-21.436;0.0503;0.991;0.884;0.0885;0.0321;105.398;indonesian pop indonesian malay indonesian jazz indonesian indie;indonesian pop indonesian malay indonesian jazz indonesian indie isyana sarasvati
way;Cecilia;isyana sarasvati;04/12/2025;254952.0;16.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:22:14Z;indonesian pop indonesian malay indonesian jazz indonesian indie;Redrose Records;0.195;0.313;-10.594;0.0313;0.961;0.387;0.0718;0.149;139.882;indonesian pop indonesian malay indonesian jazz indonesian indie;indonesian pop indonesian malay indonesian jazz indonesian indie isyana sarasvati
terima kasih dariku;Cecilia;isyana sarasvati;04/12/2025;118264.0;33.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:22:14Z;indonesian pop indonesian malay indonesian jazz indonesian indie;Redrose Records;0.427;0.106;-13.894;0.0424;0.99;0.00238;0.115;0.322;71.086;indonesian pop indonesian malay indonesian jazz indonesian indie;indonesian pop indonesian malay indonesian jazz indonesian indie isyana sarasvati
all nothing;EXPLORE!;isyana sarasvati;25/11/2015;221055.0;19.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:22:21Z;indonesian pop indonesian malay indonesian jazz indonesian indie;Sony Music Entertainment;0.666;0.907;-3.762;0.037;0.108;2.94e-06;0.0494;0.816;128.043;indonesian pop indonesian malay indonesian jazz indonesian indie;indonesian pop indonesian malay indonesian jazz indonesian indie isyana sarasvati
keep being you;EXPLORE!;isyana sarasvati;25/11/2015;200514.0;37.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:22:21Z;indonesian pop indonesian malay indonesian jazz indonesian indie;Sony Music Entertainment;0.724;0.482;-8.164;0.121;0.294;5.27e-06;0.156;0.45;75.054;indonesian pop indonesian malay indonesian jazz indonesian indie;indonesian pop indonesian malay indonesian jazz indonesian indie isyana sarasvati
tap tap tap;EXPLORE!;isyana sarasvati;25/11/2015;198025.0;12.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:22:21Z;indonesian pop indonesian malay indonesian jazz indonesian indie;Sony Music Entertainment;0.521;0.616;-7.807;0.128;0.457;0.000152;0.0459;0.811;160.666;indonesian pop indonesian malay indonesian jazz indonesian indie;indonesian pop indonesian malay indonesian jazz indonesian indie isyana sarasvati
mimpi;EXPLORE!;isyana sarasvati;25/11/2015;210920.0;26.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:22:21Z;indonesian pop indonesian malay indonesian jazz indonesian indie;Sony Music Entertainment;0.516;0.276;-7.622;0.0293;0.859;3.03e-06;0.236;0.163;114.991;indonesian pop indonesian malay indonesian jazz indonesian indie;indonesian pop indonesian malay indonesian jazz indonesian indie isyana sarasvati
the way love you;EXPLORE!;isyana sarasvati;25/11/2015;205578.0;14.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:22:21Z;indonesian pop indonesian malay indonesian jazz indonesian indie;Sony Music Entertainment;0.841;0.676;-4.724;0.0974;0.375;1.3e-05;0.349;0.941;99.998;indonesian pop indonesian malay indonesian jazz indonesian indie;indonesian pop indonesian malay indonesian jazz indonesian indie isyana sarasvati
tetap dalam jiwa;EXPLORE!;isyana sarasvati;25/11/2015;209293.0;64.0;FALSE;316zht4gzjuajvqt5augusdbgtnm;2026-01-22T02:22:21Z;indonesian pop indonesian malay indonesian jazz indonesian indie;Sony Music Entertainment;0.644;0.438;-6.186;0.0279;0.722;0.0;0.107;0.179;120.018;indonesian pop indonesian malay indonesian jazz indonesian indie;indonesian pop indonesian malay indonesian jazz indonesian indie isyana sarasvati
